	Gene_ID	H_0	H_4	H_8	H_12	H0PA	H4PA	H8PA	H12PA	U_0	U_4	U_8	U_12	U0PA	U4PA	U8PA	U12PA	M_0	M_4	M_8	M_12	M0PA	M4PA	M8PA	M12PA	H4/H0_P_Value	H8/H0_pvalue	H12/H0_pvalue	U4/U0_pvalue	U8/U0_pvalue	U12/U0_pvalue	M4/M0_pvalue	M8/M0_pvalue	M12/M0_pvalue
UGT2B17	NM_001077	2.824466973	2.839043833	2.816294595	2.78983759	A	A	A	A	2.805911332	2.821674316	2.789535412	2.86887476	A	A	A	A	2.832048201	2.851314945	2.838396062	2.851066481	A	A	A	A	0.9225	0.9999	0.5911	0.9996	0.8671	0.1222	1.0000	1.0000	1.0000
UGT2B28	NM_053039	7.738736508	7.360477748	7.376114712	6.824890314	A	A	A	A	5.884606679	4.688978076	5.667058125	5.887116859	A	A	A	A	6.434587361	6.761783153	6.360792331	6.459584537	A	A	A	A	0.6640	0.6772	0.0591	0.1633	0.8749	0.9961	0.2628	1.0000	1.0000
UGT2B4	NM_021139	3.484751686	3.290214682	3.225307858	2.902251362	P	P	P	P	2.581430849	2.59231974	2.568529528	2.629510076	A	A	A	A	2.592572008	2.602851711	2.597580858	2.603610528	A	A	A	A	0.7719	0.5423	0.0459	0.9996	0.8686	0.1377	1.0000	1.0000	1.0000
UGT3A1	NM_152404	2.145347889	2.151523223	2.14858518	2.141785533	A	A	A	A	2.007383982	2.009550947	2.000517185	2.023399363	A	A	A	A	2.045298764	2.048383005	2.042954799	2.049626587	A	A	A	A	0.9208	0.9999	1.0000	0.9996	0.8731	0.3330	1.0000	1.0000	1.0000
UGT8	NM_003360	2.486825467	2.501380824	2.511670692	2.483209267	A	A	A	A	7.895438484	8.035746814	8.166398667	8.02618098	P	P	P	P	5.658834171	5.807613078	5.915248264	6.106385445	A	P	P	A	0.8878	0.5662	1.0000	0.4557	0.0386	0.2319	1.0000	0.4245	0.0671
UHMK1	NM_175866	5.370411824	5.705207941	5.523651177	5.629485769	P	P	P	P	8.220191038	8.433441925	8.695722259	8.520730365	P	P	P	P	8.477266266	8.523515692	8.497703325	8.396497504	P	P	P	P	0.2810	0.8513	0.4192	0.7155	0.0853	0.2048	1.0000	1.0000	1.0000
UHRF1BP1	NM_017754	8.112555916	7.785657678	7.955168155	8.24661989	P	P	P	P	2.601400032	2.604485079	2.588728846	2.616120181	A	A	A	A	8.290276176	7.841661247	7.830831452	7.7746867	P	P	P	P	0.0002	0.0243	0.0512	0.9996	0.7516	0.3849	0.0010	0.0004	0.0002
UHRF1BP1L	NM_015054	6.27563287	6.325244944	6.553630437	6.245127335	P	P	P	P	5.688400644	5.678548055	5.660212631	5.786817862	P	P	P	P	6.180692358	5.982034218	5.955236483	5.976081607	P	P	P	P	0.9239	0.0784	1.0000	0.9996	0.8749	0.2139	0.7779	0.5138	0.4989
UHRF2	NM_152896	8.374354568	9.107956789	9.199742358	8.497700511	P	P	P	P	8.432478023	8.719558603	8.634209649	8.548120698	P	P	P	P	8.260311681	8.820335994	8.887126151	8.799154127	P	P	P	P	0.0000	0.0000	0.2584	0.2941	0.4189	0.4757	0.0477	0.0167	0.0246
UIMC1	NM_016290	6.922147145	7.105466929	7.039823401	7.258907367	P	P	P	P	6.987143978	6.978895438	6.740981279	6.92541594	P	P	P	P	8.836512514	8.776939177	8.715857803	8.683539822	P	P	P	P	0.4078	0.7318	0.0455	0.9996	0.2139	0.6650	1.0000	0.7736	0.4881
ULBP1	NM_025218	2.349215632	2.35639774	2.355080856	2.344082964	A	A	A	A	2.323289797	2.332502069	2.314273761	2.349542232	A	A	A	A	2.309721101	2.305260919	2.298668133	2.300765887	A	A	A	A	0.9996	0.9999	1.0000	0.9996	0.8749	0.2782	1.0000	1.0000	1.0000
ULBP2	NM_025217	2.083651168	2.089736447	2.091054207	2.084144055	A	A	A	A	5.955561265	5.803561514	5.812937125	5.661350877	P	P	P	P	6.07236494	6.12981856	6.070487698	6.035369064	P	P	P	P	0.9208	0.9999	1.0000	0.8117	0.7071	0.1395	1.0000	1.0000	1.0000
ULBP3	NM_024518	2.316340521	2.309543935	2.313265878	2.302738793	A	A	A	A	2.171848857	2.174391989	2.161016812	2.1931602	A	A	A	A	2.12824453	2.136658737	2.129642124	2.134659082	A	A	A	A	0.9239	0.9999	0.7318	0.9996	0.8565	0.3282	1.0000	1.0000	1.0000
ULK1	NM_003565	2.352495798	2.378702083	2.388530185	2.645312671	A	A	A	A	4.949737284	6.088392679	7.274081286	7.903844628	A	P	P	P	2.779013479	2.787128282	2.781863214	2.783792427	A	A	A	A	0.9467	0.9999	0.0143	0.0047	0.0000	0.0000	1.0000	1.0000	1.0000
ULK2	NM_014683	2.244187861	2.244146213	2.246224767	2.238174822	A	A	A	A	2.382715088	2.385497251	2.376445934	2.390885534	P	P	P	P	4.262080164	4.255895691	4.26196656	4.255023426	P	P	P	P	0.9996	0.9999	0.9595	0.9996	0.8749	0.5910	1.0000	1.0000	1.0000
ULK3	NM_001099436	2.432156542	2.487254499	2.531255095	2.570591612	A	A	A	P	6.323106931	6.469904784	6.419013397	6.420274128	P	P	P	P	2.876253787	2.906934181	2.913483779	2.886313924	A	A	A	A	0.9186	0.7353	0.4425	0.6649	0.7928	0.4695	1.0000	0.8733	1.0000
ULK4	NM_017886	2.405785343	2.413322898	2.410402593	2.398376629	A	A	A	A	2.525453536	2.562825171	2.541819989	2.560615767	P	P	P	A	2.331722102	2.337991369	2.331678793	2.330821629	A	A	A	A	0.9208	0.9999	0.9638	0.4275	0.8273	0.2150	1.0000	1.0000	1.0000
UMOD	NM_003361	1.969212869	1.974529653	1.976065887	1.969963182	A	A	A	A	1.898552257	1.900273912	1.892515822	1.9096242	A	A	A	A	1.824721996	1.827174716	1.821994792	1.825112155	A	A	A	A	0.9224	0.9999	1.0000	0.9996	0.8745	0.4540	1.0000	1.0000	1.0000
UMODL1	NM_173568	2.347267032	2.363156926	2.348411167	2.343985408	A	A	A	A	2.320612381	2.330072974	2.311192227	2.35596227	A	A	A	A	2.295239165	2.29770527	2.29574334	2.297278801	A	A	A	A	0.7406	0.9999	1.0000	0.9996	0.8802	0.2228	1.0000	1.0000	1.0000
UMPS	NM_000373	8.304423874	8.763882719	8.191626457	8.008317277	P	P	P	P	7.302415282	6.913468853	6.713893313	6.683593913	P	P	P	P	7.251676822	7.204894801	7.18415569	7.15757275	P	P	P	P	0.0001	0.2397	0.0014	0.0040	0.0001	0.0001	0.5631	0.1636	0.0352
UNC119	NM_005148	3.070611712	3.029537564	3.079129638	3.225373762	A	A	A	A	7.58029162	8.159155473	8.455701162	8.917646291	P	P	P	P	5.673937328	5.882683093	6.313704166	5.779734664	A	A	A	A	0.9420	0.9999	0.5103	0.0017	0.0001	0.0000	0.7622	0.0192	0.9822
UNC119B	NM_001080533	8.182555145	5.52994761	6.788201116	7.10501803	P	P	P	P	9.786108671	9.78063279	9.875362307	9.871906364	P	P	P	P	9.591627753	9.56125317	9.541656859	9.532623288	P	P	P	P	0.0000	0.0000	0.0000	0.9996	0.4590	0.2980	1.0000	1.0000	0.9784
UNC13A	NM_001080421	2.777156107	2.785480856	2.776131153	2.770593089	A	A	A	A	2.644966025	2.649769368	2.638527124	2.691376579	A	A	A	A	2.560865588	2.563309426	2.551239512	2.565037257	A	A	A	A	0.9208	0.9999	1.0000	0.9996	0.8881	0.0705	1.0000	1.0000	1.0000
UNC13B	NM_006377	6.913621332	6.433962103	6.50977221	7.103879513	P	P	P	P	6.469502651	6.603894468	6.625758895	6.465320179	P	P	P	P	6.537817829	6.590779265	6.69322147	6.360694436	P	P	P	P	0.1135	0.1770	0.6931	0.7877	0.5270	0.9767	1.0000	0.5215	0.3386
UNC13C	NM_001080534	2.639073896	2.656191307	2.65730827	2.622554083	A	A	A	A	2.687484029	2.698847808	2.675353081	2.753441593	A	A	A	A	2.718845692	2.721754819	2.713792601	2.729419726	A	A	A	A	0.9030	0.9531	0.9016	0.9996	0.8821	0.1006	1.0000	1.0000	1.0000
UNC13D	NM_199242	5.431530225	5.458026494	5.576965884	5.971729595	A	A	A	P	2.609733842	2.617806288	2.601601099	2.648773828	A	A	A	A	8.082658093	7.861828582	7.990340361	8.007082936	P	P	P	P	0.9773	0.6667	0.0059	0.9996	0.8731	0.0850	0.8070	1.0000	1.0000
UNC45A	NM_018671	6.824675337	6.870746617	6.718007634	6.743253916	P	P	P	P	7.510721366	7.41538767	7.605681149	7.616803106	P	P	P	P	7.10565591	7.149181755	7.038531117	7.040179004	P	P	P	P	0.9260	0.7332	0.8367	0.6674	0.5136	0.2697	1.0000	0.9304	0.8381
UNC45B	NM_173167	2.397855259	2.400883368	2.405564274	2.390915085	A	A	A	A	2.372131795	2.382635026	2.358478742	2.415441214	A	A	A	A	2.353032267	2.366278052	2.362648436	2.36371575	A	A	A	A	0.9798	0.9999	1.0000	0.9996	0.8592	0.1541	1.0000	1.0000	1.0000
UNC50	NM_014044	10.01175237	9.351430251	9.41945509	9.813819969	P	P	P	P	9.301171683	9.25064255	9.144566815	8.902141211	P	P	P	P	10.1066288	10.24938808	10.05170059	9.828213682	P	P	P	P	0.0000	0.0000	0.0328	0.9336	0.0851	0.0004	0.5279	1.0000	0.0334
UNC5A	NM_133369	1.592303824	1.593520906	1.591518869	1.592505216	A	A	A	A	1.472552851	1.474656688	1.470096053	1.476537918	A	A	A	A	1.348838083	1.351996991	1.349098265	1.345379538	A	A	A	A	0.9921	0.9999	1.0000	0.9996	0.9221	0.7611	1.0000	1.0000	1.0000
UNC5B	NM_170744	3.004045969	3.012796017	3.004755852	2.996246867	A	A	A	A	7.414748938	8.006275189	8.441353545	8.900716361	P	P	P	P	2.358236156	2.361810625	2.354965835	2.36236171	A	A	A	A	0.9103	0.9999	0.9425	0.0005	0.0000	0.0000	1.0000	1.0000	1.0000
UNC5C	NM_003728	2.138810518	2.143111729	2.13995827	2.14113432	A	A	A	A	2.079964522	2.082039568	2.072970114	2.096028021	A	A	A	A	2.044946808	2.044701422	2.040505279	2.041552676	A	A	A	A	0.9261	0.9999	1.0000	0.9996	0.8731	0.3474	1.0000	1.0000	1.0000
UNC5CL	NM_173561	2.82046539	2.498852611	2.500631346	2.480882177	P	A	A	A	2.713122393	2.715170039	2.698661016	2.788879015	A	A	A	A	2.740372422	2.756210364	2.748734375	2.866672259	A	A	A	P	0.5173	0.4946	0.4187	0.9996	0.8885	0.1742	1.0000	1.0000	0.3257
UNC84A	NM_025154	8.301052491	8.104309253	8.624648554	8.859718762	P	P	P	P	8.644646823	8.622826929	8.797450394	8.419242172	P	P	P	P	11.726704	11.76571319	11.72616348	11.70191431	P	P	P	P	0.2244	0.0232	0.0004	0.9996	0.7512	0.2945	1.0000	1.0000	1.0000
UNC84B	NM_015374	7.354454498	7.688908796	7.734747158	7.932355986	P	P	P	P	7.829850397	7.80048786	8.08111765	8.266763281	P	P	P	P	8.718837538	8.592815643	8.615153202	8.689630345	P	P	P	P	0.0464	0.0182	0.0008	0.9996	0.1305	0.0085	0.5698	0.5811	1.0000
UNC93B1	NM_030930	2.689305029	2.583012925	2.699676237	2.822144319	A	A	A	A	6.581289806	6.720125499	6.849087747	7.056197308	P	P	P	P	8.12308184	8.149234679	8.432476348	8.039591306	P	P	P	P	0.6930	0.9999	0.4693	0.7658	0.1733	0.0126	1.0000	0.5429	1.0000
UNG	NM_003362	10.55160715	10.22830239	9.8144148	9.378398751	P	P	P	P	9.28813714	8.788362465	8.528152495	8.224412796	P	P	P	P	11.11366653	11.15999631	11.08705946	11.09450838	P	P	P	P	0.0285	0.0000	0.0000	0.0049	0.0002	0.0000	1.0000	1.0000	1.0000
UNK	NM_001080419	6.604681232	6.480739847	6.306854523	6.309894807	P	P	P	A	5.221044191	5.25901122	5.317928011	5.57772983	P	P	P	P	4.537285278	4.45644203	4.452220334	4.412188229	A	A	A	A	0.7366	0.1024	0.0998	0.9996	0.7051	0.0164	0.6228	0.4231	0.1214
UNKL	NM_023076	7.350175333	5.857191609	6.312291838	6.563827324	P	P	P	P	4.707370193	4.779613137	4.812362526	4.909238754	P	P	P	P	7.14716445	7.295953595	7.336049514	7.755171485	P	P	P	P	0.0000	0.0004	0.0029	0.8841	0.4703	0.0649	0.5279	0.2094	0.0006
UNQ2541	NM_203347	3.402939743	3.883718254	4.982848267	5.837650003	P	P	P	P	2.022215956	2.024787393	2.018470799	2.024434998	A	A	A	A	1.932302693	1.932005586	1.923192377	1.928797133	A	A	A	A	0.1458	0.0000	0.0000	0.9996	0.8896	0.8631	1.0000	1.0000	1.0000
UNQ830	NM_206895	10.72139963	10.50203551	10.37513013	10.73540521	A	A	A	A	8.627699145	8.580812751	8.53890329	8.189194006	A	A	A	A	10.02860056	10.1278055	10.15339942	9.729741228	A	A	A	A	0.8257	0.4911	1.0000	0.9996	0.8875	0.1785	1.0000	1.0000	0.6312
UNQ9391	NM_198464	2.066179474	2.062748573	2.071463325	2.066726642	A	A	A	A	2.503134148	2.500672181	2.500446842	2.527268794	A	A	A	A	1.946282442	1.953492165	1.946823719	1.992188577	A	A	A	A	0.9419	0.9999	1.0000	0.9996	0.9289	0.1842	1.0000	1.0000	0.5563
UPB1	NM_016327	2.452105757	2.46037159	2.453169338	2.446482264	A	A	A	A	3.408163662	3.412497262	3.397289589	3.433127723	A	A	A	A	2.668945671	2.675410692	2.666742791	2.675829167	A	A	A	A	0.9139	0.9999	1.0000	0.9996	0.8656	0.3053	1.0000	1.0000	1.0000
UPF1	NM_002911	6.543719909	6.36877706	6.253334997	6.098554762	P	P	P	P	4.141341685	3.991432554	3.915501739	3.851849709	P	P	P	P	7.078820382	6.998181282	6.881071211	6.847251507	P	P	P	P	0.5004	0.1253	0.0144	0.4249	0.0892	0.0225	0.9982	0.1678	0.0751
UPF2	NM_015542	5.887433529	5.048725401	5.170494909	5.708326979	P	P	P	P	7.350186316	7.0790096	6.998313196	6.683273472	P	P	P	P	8.415812863	8.49822801	8.57758646	8.682205049	P	P	P	P	0.0092	0.0177	0.7694	0.3099	0.0893	0.0028	1.0000	0.5370	0.1324
UPF3A	NM_023011	7.368216048	7.39603355	7.217780122	7.477701427	P	P	P	P	7.445239452	8.494229138	9.474622417	9.872444287	P	P	P	P	6.779793998	6.583217864	6.432726886	6.54082879	P	P	A	P	0.9593	0.4319	0.6427	0.0029	0.0000	0.0000	0.7580	0.1700	0.3564
UPF3B	NM_023010	4.748221338	4.571956368	4.22438729	4.051269661	P	P	P	P	7.175912028	7.070065559	7.058420069	6.350972482	P	P	P	P	8.752835916	8.721624923	8.706207673	8.548080526	P	P	P	P	0.9208	0.3778	0.1692	0.9996	0.8687	0.0124	1.0000	1.0000	0.4664
UPK1A	NM_007000	1.897616565	1.899447456	1.8982561	1.900108441	A	A	A	A	1.817802031	1.81998705	1.813820264	1.826641342	A	A	A	A	1.735024159	1.736931122	1.733122206	1.733984021	A	A	A	A	0.9759	0.9999	1.0000	0.9996	0.8901	0.5242	1.0000	1.0000	1.0000
UPK1B	NM_006952	2.238148323	2.24411834	2.240454105	2.23778601	A	A	A	A	2.168804528	2.174472108	2.164461675	2.192104306	A	A	A	A	2.309941005	2.312569231	2.304439746	2.312777639	A	A	A	A	0.9238	0.9999	1.0000	0.9996	0.9122	0.3013	1.0000	1.0000	1.0000
UPK2	NM_006760	2.364388122	2.368100032	2.36334639	2.358296947	A	A	A	A	2.207487016	2.211404718	2.202088576	2.224809951	A	A	A	A	2.178582445	2.179183366	2.171821838	2.176067024	A	A	A	A	0.9448	0.9999	0.9598	0.9996	0.8795	0.2772	1.0000	1.0000	1.0000
UPK3A	NM_006953	2.720769113	2.774276467	2.604731701	2.602823048	A	A	A	A	2.108909233	2.111153119	2.098387891	2.123052369	A	A	A	A	2.053731669	2.061192617	2.055204987	2.054459283	A	A	A	A	0.9791	0.9999	1.0000	0.9996	0.8244	0.3911	1.0000	1.0000	1.0000
UPK3B	NM_030570	3.854143505	3.858027105	3.85166213	3.8245634	A	A	A	A	2.900095877	2.909892183	2.952901731	2.927518991	A	A	A	A	2.800010438	2.814698353	2.801686352	2.827467984	A	A	A	A	0.9622	0.9999	0.2017	0.9996	0.7361	0.6755	1.0000	1.0000	1.0000
UPP1	NM_003364	4.209904765	4.25559337	5.685100667	5.569660521	A	P	P	P	9.5917214	9.864850428	9.856435848	10.08904037	P	P	P	P	9.2316342	9.456086624	9.524701341	9.494475272	P	P	P	P	0.9898	0.0033	0.0050	0.0669	0.0390	0.0008	0.4576	0.1583	0.1694
UPP2	NM_173355	2.343640488	2.346911492	2.342640124	2.337451912	A	A	A	A	2.316134881	2.320491663	2.310617622	2.341832281	A	A	A	A	2.356868035	2.362234642	2.355150967	2.368370845	A	A	A	A	0.9616	0.9999	0.9779	0.9996	0.8918	0.2497	1.0000	1.0000	1.0000
UPRT	NM_145052	5.45269707	6.842218786	6.965785359	7.2714792	P	P	P	P	7.366451196	8.250558957	8.794319794	8.776613535	P	P	P	P	8.18893955	8.908736615	9.431012692	8.974675217	P	P	P	P	0.0009	0.0003	0.0000	0.0001	0.0000	0.0000	0.0106	0.0002	0.0026
UQCC	NM_018244	8.457555609	7.989480967	7.010011107	7.366188886	P	P	P	P	8.84983906	8.770634883	8.352852462	8.139773584	P	P	P	P	8.342771971	8.434420749	8.308408215	8.332014586	P	P	P	P	0.0055	0.0000	0.0000	0.6187	0.0002	0.0000	0.8809	1.0000	1.0000
UQCR	NM_006830	7.942396972	7.22586422	7.255796142	7.089302512	P	P	P	P	7.938817751	7.850185511	7.730606099	7.732539501	P	P	P	P	8.901911943	8.985780707	8.865982398	8.87270495	P	P	P	P	0.0004	0.0003	0.0000	0.6721	0.0563	0.0406	0.8117	1.0000	1.0000
UQCRB	NM_006294	6.490687117	6.518273379	6.473391869	6.471384781	P	P	P	P	7.850755399	7.724812835	7.864767531	7.866302989	P	P	P	P	9.013122227	9.073773622	8.959933522	8.977271765	P	P	P	P	0.9191	0.9999	1.0000	0.2132	0.9070	0.8018	1.0000	1.0000	1.0000
UQCRC1	NM_003365	11.73582473	11.63132557	11.75639146	11.86021045	P	P	P	P	12.0987834	12.02124885	12.04121058	12.09818726	P	P	P	P	11.7303155	11.8470823	11.81609532	11.76957428	P	P	P	P	0.2889	0.9999	0.1432	0.4379	0.5101	0.9909	0.8377	0.9222	1.0000
UQCRC2	NM_003366	11.90718484	11.62207292	11.55659045	11.51741003	P	P	P	P	10.98360993	10.97629667	10.9494064	10.88069444	P	P	P	P	10.41443998	10.39906376	10.31345225	10.24165273	P	P	P	P	0.0002	0.0000	0.0000	0.9996	0.8414	0.1126	1.0000	0.3118	0.0406
UQCRFS1	NM_006003	12.13545883	11.78605977	11.79888128	11.62421743	P	P	P	P	12.01638263	11.76699977	11.62949278	11.56269352	P	P	P	P	12.59771327	12.46083921	12.3206344	12.26336337	P	P	P	P	0.0073	0.0068	0.0002	0.0615	0.0031	0.0007	0.5330	0.0401	0.0117
UQCRH	NM_006004	11.91334007	11.87415289	11.75509437	11.70674022	P	P	P	P	12.83589234	12.69653595	12.74107752	12.85706138	P	P	P	P	13.39378557	13.51416764	13.37138542	13.41924073	P	P	P	P	0.8236	0.0174	0.0026	0.5189	0.6492	0.8376	0.6738	1.0000	1.0000
UQCRQ	NM_014402	11.96068665	11.43982073	11.10885356	10.79034887	P	P	P	P	13.01152251	12.91560842	12.9079387	13.01984088	P	P	P	P	13.33433648	13.47954295	13.33210836	13.43052044	P	P	P	P	0.0000	0.0000	0.0000	0.7472	0.5385	0.9315	0.4996	1.0000	0.5958
URG4	NM_017920	5.915276034	6.010476237	6.019015308	5.91789106	A	A	A	A	7.018646702	6.404393182	6.400991549	6.360861821	A	A	A	A	8.433509528	8.259762537	8.293290854	8.167361165	A	A	A	A	0.9138	0.9999	1.0000	0.0308	0.0144	0.0066	0.9573	0.9759	0.3866
URM1	NM_030914	8.18064013	7.823227678	7.992489657	8.250780774	P	P	P	P	7.661975928	7.793710379	7.620229792	7.830649589	P	P	P	P	8.405337702	8.407196667	8.320086409	8.501022262	P	P	P	P	0.0827	0.4586	0.9605	0.9314	0.9025	0.3658	1.0000	1.0000	0.8117
UROC1	NM_144639	2.103716741	2.109854212	2.104734155	2.103430221	A	A	A	A	2.047729194	2.049469882	2.038958838	2.061688573	A	A	A	A	2.296349478	2.301414204	2.297119692	2.304792114	A	A	A	A	0.9139	0.9999	1.0000	0.9996	0.8525	0.3947	1.0000	1.0000	1.0000
UROD	NM_000374	9.549115065	9.004323181	8.935591613	8.772835589	P	P	P	P	10.94554611	10.82056102	10.74851454	10.79403614	P	P	P	P	11.08405797	11.09566486	10.92217652	10.95915094	P	P	P	P	0.0006	0.0001	0.0000	0.1240	0.0082	0.0205	1.0000	0.1577	0.2557
UROS	NM_000375	6.676527296	5.625046183	5.355530358	5.050851343	P	P	P	P	9.0829735	9.092479124	9.161041277	9.340302558	P	P	P	P	9.671197743	9.765035391	9.669333035	9.566577152	P	P	P	P	0.0027	0.0003	0.0000	0.9996	0.7449	0.0373	0.6936	1.0000	0.3607
USE1	NM_018467	3.124082028	3.110193871	3.101545444	3.100087801	A	A	A	A	6.475117716	6.446713605	6.484388032	6.5434332	P	P	P	P	5.40841801	5.430124548	5.444499094	5.326023273	P	P	P	P	0.9139	0.7807	0.6838	0.9181	0.8988	0.1221	1.0000	1.0000	0.6528
USF1	NM_007122	2.23066402	2.238364626	2.233473353	2.227807324	A	A	A	A	2.19146002	2.193748125	2.181686265	2.212097897	A	A	A	A	2.153773829	2.156692596	2.152366777	2.153297862	A	A	A	A	0.9059	0.9999	1.0000	0.9996	0.8447	0.2554	1.0000	1.0000	1.0000
USF2	NM_003367	8.386940247	8.528052926	8.278523235	8.241511016	P	P	P	P	8.10673461	8.071779347	8.168797336	8.299171118	P	P	P	P	9.593395868	9.600724928	9.602599724	9.633313258	P	P	P	P	0.4035	0.5877	0.3279	0.9996	0.8528	0.1446	1.0000	1.0000	0.9401
USH1C	NM_005709	2.169702521	2.174384278	2.172549569	2.166785682	A	A	A	A	2.108943546	2.11377125	2.104854301	2.133948211	A	A	A	A	2.107669656	2.119741141	2.113240067	2.111959669	A	A	A	A	0.9776	0.9999	1.0000	0.9996	0.8971	0.1743	1.0000	1.0000	1.0000
USH1G	NM_173477	2.217066921	2.221654264	2.220975439	2.216576443	A	A	A	A	2.115652139	2.114730157	2.109079113	2.115867671	A	A	A	A	2.148815608	2.146401973	2.148369783	2.143773849	P	A	A	A	0.9243	0.9999	1.0000	0.9996	0.8753	0.9897	1.0000	1.0000	1.0000
USH2A	NM_007123	2.22961218	2.237341165	2.227594638	2.224455298	A	A	A	A	2.400234379	2.402172051	2.390814087	2.429419828	A	A	A	A	2.476929226	2.482775088	2.475415053	2.477252358	A	A	A	A	0.9166	0.9999	1.0000	0.9996	0.8671	0.1960	1.0000	1.0000	1.0000
USHBP1	NM_031941	2.577336991	2.760077788	2.721827823	2.567307557	A	A	A	A	2.585641264	2.590876038	2.568972319	2.629051627	A	A	A	A	2.414079841	2.408210374	2.403153052	2.422308799	A	A	A	A	0.2368	0.3761	1.0000	0.9996	0.8166	0.1330	1.0000	1.0000	1.0000
USMG5	NM_032747	12.2377704	11.87219945	11.71036844	11.71013495	P	P	P	P	12.96704917	12.90475136	12.92826588	12.8408474	P	P	P	P	13.61245803	13.64146235	13.57975356	13.62184909	P	P	P	P	0.0016	0.0000	0.0000	0.9996	0.8859	0.3262	1.0000	1.0000	1.0000
USO1	NM_003715	9.485174927	9.491536672	9.573821719	9.957644696	P	P	P	P	9.926554766	9.891998984	10.06400267	10.14914527	P	P	P	P	10.75086471	10.81774898	10.89320192	10.7775501	P	P	P	P	0.9967	0.3980	0.0000	0.9996	0.0593	0.0036	0.6887	0.0653	1.0000
USP1	NM_003368	9.851934396	9.785697968	9.515320627	9.314646192	P	P	P	P	10.35566652	9.972349067	9.78715137	9.499251423	P	P	P	P	11.79072673	11.48289295	11.59553459	11.57466454	P	P	P	P	0.8044	0.0029	0.0000	0.0010	0.0000	0.0000	0.0007	0.0054	0.0022
USP10	NM_005153	9.487087729	9.372193474	9.38397265	8.917391062	P	P	P	P	8.402806734	8.499321703	8.058288615	7.864186742	P	P	P	P	8.536550225	8.433920207	8.33393606	8.38412794	P	P	P	P	0.7348	0.8029	0.0012	0.9996	0.0888	0.0082	1.0000	0.6076	0.7276
USP11	NM_004651	8.444843517	8.52762283	8.910013696	9.34714155	P	P	P	P	8.835285951	8.876223788	8.932131437	9.211593936	P	P	P	P	9.395249474	9.430465995	9.610945275	9.726521231	P	P	P	P	0.8787	0.0056	0.0000	0.9996	0.4838	0.0023	1.0000	0.2926	0.0573
USP12	NM_182488	5.286395248	5.223881331	5.646659403	5.025417557	A	A	A	A	6.497255482	6.490799488	6.492730545	6.543342226	A	A	A	A	6.205696062	6.345349147	5.94966512	6.148763411	A	A	A	A	0.9798	0.7172	0.8501	0.9996	0.9930	0.8501	1.0000	1.0000	1.0000
USP13	NM_003940	9.134504547	8.838606706	9.621256485	10.01603549	P	P	P	P	8.593396217	8.621971546	8.297574227	7.975773925	P	P	P	P	9.603265997	9.500300625	9.339189273	9.094087955	P	P	P	P	0.0458	0.0014	0.0000	0.9996	0.0624	0.0008	0.5366	0.0130	0.0002
USP14	NM_005151	8.16876906	8.11408146	8.019004692	8.086749608	P	P	P	P	9.754156437	9.658195875	9.558146034	9.384726904	P	P	P	P	10.889332	10.84003016	10.68003908	10.62158668	P	P	P	P	0.7545	0.0662	0.3974	0.5492	0.0499	0.0011	0.8944	0.0088	0.0016
USP15	NM_006313	5.975377284	6.043859734	6.250736478	5.871525993	P	P	P	P	7.069868395	6.860539082	6.758542436	6.672751865	P	P	P	P	6.997606948	7.030910807	6.889348356	6.859089948	P	P	P	P	0.9003	0.0624	0.6650	0.3319	0.0596	0.0136	1.0000	0.6514	0.3738
USP16	NM_006447	7.78609142	8.175611762	8.357710612	7.946567186	P	P	P	P	8.939372705	8.814663689	8.820648741	8.811340718	P	P	P	P	9.954649072	9.772464694	9.734269139	9.651910173	P	P	P	P	0.0105	0.0004	0.3179	0.0416	0.0259	0.0119	0.3400	0.1254	0.0265
USP19	NM_006677	3.799183358	3.806565395	3.767686223	3.825911639	P	A	A	A	5.01602612	5.030105505	4.837783068	4.778985857	P	P	P	P	3.520891286	3.566571758	3.53455381	3.56128487	A	A	A	A	0.9996	0.9999	1.0000	0.9996	0.7021	0.3024	1.0000	1.0000	1.0000
USP2	NM_004205	2.433570768	2.636115044	2.404855758	2.402875211	A	A	A	A	1.889496051	1.892192143	1.88529603	1.902605366	A	A	A	A	1.906051424	1.907533723	1.903971133	1.905614618	A	A	A	A	0.0017	0.9378	0.8217	0.9996	0.8888	0.3763	1.0000	1.0000	1.0000
USP20	NM_006676	2.288362896	2.223460432	2.164246089	2.156612716	A	A	A	A	2.806301831	2.73712258	2.46751562	2.46622591	P	A	A	A	3.66824766	3.696920022	3.659388719	3.640994836	A	A	A	A	0.7416	0.2290	0.1811	0.9996	0.1420	0.0974	1.0000	1.0000	0.8354
USP21	NM_012475	6.430999011	6.151621227	6.255901425	6.116400618	P	P	P	P	6.495622003	6.255031489	6.162081666	6.149973823	P	P	P	P	7.181026689	7.347790904	7.319390133	7.270877575	P	P	P	P	0.0221	0.1478	0.0070	0.1412	0.0199	0.0109	0.6637	0.6505	0.8717
USP22	NM_015276	9.976714483	9.457394987	9.666701581	9.741386727	P	P	P	P	10.42113742	10.2881708	10.31059189	10.27893136	P	P	P	P	12.17921248	11.95515815	11.87514493	11.77348173	P	P	P	P	0.0037	0.0570	0.1594	0.0760	0.0811	0.0195	0.1184	0.0182	0.0027
